Bin	Full.Model	Reduced.Model	Stein.Scott.Similarity	Stein.Scott.Similarity.Nist	DFT.Correlation	DWT.Correlation	Weighted.Cosine.Correlation	Inner.Product.Distance	Truth.Annotation
UDN_BG_A_C_Mayo049_pool_M_025 & 61	1	1	5	5	7	6	7	7	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 64	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 68	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 76	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 77	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 96	1	1	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 99	1	1	6	6	2	1	5	9	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 112	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Mayo049_pool_M_025 & 114	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 16	1	1	1	1	2	2	2	2	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 17	1	2	3	4	3	4	3	4	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 20	2	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 38	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 40	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 46	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 48	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 50	1	2	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 52	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 53	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 55	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 57	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 60	2	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 61	1	1	1	1	1	1	2	5	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 67	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 69	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 72	1	8	5	5	6	5	7	6	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 76	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 83	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 90	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 91	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 103	14	15	19	23	24	22	30	30	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 115	3	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 118	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 129	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 134	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_Mayo056_pool_M_024 & 138	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 10	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 12	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 24	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 26	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 28	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 29	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 30	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 31	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 33	6	4	5	4	3	4	6	7	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 34	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 37	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 39	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 43	5	6	8	4	7	7	6	7	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 44	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 52	1	1	1	1	1	1	1	7	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 53	1	1	1	2	3	3	2	21	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 59	1	1	1	1	1	1	2	4	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 70	3	1	1	1	3	5	2	3	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 72	1	1	7	7	7	7	7	11	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 80	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 81	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU002_M_020 & 82	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 12	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 13	1	2	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 15	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 30	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 33	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 40	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 42	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 44	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 46	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 50	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 51	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 55	1	1	1	1	2	2	1	2	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 56	1	1	1	1	1	1	2	5	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 59	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 62	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 66	1	1	5	4	7	7	7	7	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 68	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 72	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 79	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 80	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 90	1	1	1	1	1	1	3	4	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 104	3	2	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 107	1	2	6	6	5	5	3	17	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 119	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 123	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU012_M_005 & 126	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 15	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 16	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 18	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 32	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 34	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 39	1	2	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 41	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 43	5	4	2	2	6	8	4	11	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 45	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 47	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 48	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 51	1	2	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 52	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 55	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 58	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 59	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 61	1	4	5	5	7	7	6	7	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 64	1	1	1	2	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 69	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 77	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 78	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 86	2	1	1	1	3	3	4	5	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 97	3	2	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 100	1	2	6	6	6	5	5	15	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 111	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 115	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU016_M_018 & 117	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 12	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 14	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 16	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 28	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 31	1	1	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 51	1	2	1	2	2	2	2	2	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 53	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 55	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 56	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 57	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 60	1	1	1	2	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 61	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 67	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 68	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 71	1	1	5	5	3	3	6	7	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 73	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 77	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 83	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 84	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 96	4	3	18	22	24	23	22	43	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 110	2	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 112	1	1	4	4	1	1	1	8	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 123	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 128	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU017_M_014 & 131	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 12	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 13	1	2	3	4	3	3	3	4	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 15	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 29	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 32	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 39	1	1	1	1	1	2	1	2	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 41	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 43	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 44	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 45	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 47	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 48	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 49	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 53	1	2	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 54	1	1	1	1	1	1	2	5	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 57	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 60	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 61	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 63	1	1	5	5	6	4	6	7	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 66	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 70	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 77	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 79	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 88	3	2	3	3	3	3	4	6	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 102	2	1	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 104	1	1	6	6	6	7	2	19	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 115	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 118	1	1	1	1	2	1	2	26	True.Positive
UDN_BG_A_C_OHSU027_M_019 & 121	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 14	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 15	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 17	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 30	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 33	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 43	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 45	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 48	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 55	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 60	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 61	1	1	1	1	1	1	2	5	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 65	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 67	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 69	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 72	1	7	5	5	7	7	8	8	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 77	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 81	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 88	2	2	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 89	1	1	1	2	3	3	2	18	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 100	3	1	1	1	3	3	4	5	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 114	3	2	1	1	3	3	2	3	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 116	1	3	2	2	2	2	2	12	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 130	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 135	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU047_M_011 & 138	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 10	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 11	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 13	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 30	1	1	1	1	1	4	1	8	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 43	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 45	1	2	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 47	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 51	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 52	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 55	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 56	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 59	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 62	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 64	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 66	1	7	5	5	2	3	6	7	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 68	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 74	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 83	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 84	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 95	1	1	1	1	1	1	4	3	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 110	3	2	2	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 113	1	1	2	2	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 124	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 128	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU052_M_021 & 131	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 9	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 10	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 12	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 26	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 32	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 34	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 36	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 39	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 41	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 42	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 43	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 46	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 47	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 53	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 54	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 56	1	1	5	5	6	6	7	7	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 58	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 62	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 68	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 69	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 80	1	1	1	1	1	1	2	4	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 95	3	1	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 97	2	2	6	6	5	6	6	18	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 112	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU067_M_017 & 116	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 11	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 12	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 14	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 17	1	1	1	1	1	2	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 27	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 28	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 40	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 42	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 45	1	1	1	1	1	1	1	4	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 46	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 48	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 50	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 53	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 54	1	1	1	1	1	1	2	2	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 57	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 60	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 61	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 63	1	7	5	5	6	4	7	8	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 66	1	1	1	1	1	1	1	5	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 71	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 79	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 80	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 95	15	10	21	21	30	29	26	24	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 110	3	4	1	1	2	2	2	3	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 113	1	1	5	5	2	2	2	13	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 123	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 128	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU071_M_009 & 130	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 12	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 13	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 15	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 17	1	11	1	3	16	17	16	23	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 26	1	1	1	1	1	1	1	1	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 27	2	2	3	2	3	3	3	11	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 37	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 39	1	1	1	1	1	1	1	3	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 41	1	1	1	1	1	1	1	2	True.Positive
UDN_BG_A_C_OHSU079_M_027 & 42	1	1	1	1	1	1	1	1	True.Positive
